positive  	{'Negative Emotion': 0, 'Positive Emotion': 16.666666666666668, 'liwc:positive': 1, 'UNI_an': 0.05555555555555555, 'UNI_excellent': 0.05555555555555555, 'UNI_restaurant': 0.05555555555555555, 'UNI_the': 0.05555555555555555, 'UNI_food': 0.05555555555555555, 'UNI_wonderful': 0.05555555555555555, 'UNI_service': 0.05555555555555555, 'UNI_friendly': 0.05555555555555555, 'UNI_attentive': 0.05555555555555555, 'UNI_atmosphere': 0.05555555555555555, 'UNI_warm': 0.05555555555555555, 'UNI_homey': 0.05555555555555555, 'UNI_it': 0.05555555555555555, 'UNI_best': 0.05555555555555555, 'UNI_valentine': 0.05555555555555555, 'UNI_dinner': 0.05555555555555555, 'UNI_i': 0.05555555555555555, 'UNI_ever': 0.05555555555555555}
negative  	{'Negative Emotion': 1.1111111111111112, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_i': 0.08888888888888889, 'UNI_previously': 0.011111111111111112, 'UNI_fair': 0.011111111111111112, 'UNI_experiences': 0.011111111111111112, 'UNI_place': 0.011111111111111112, 'UNI_never': 0.011111111111111112, 'UNI_go': 0.011111111111111112, 'UNI_back': 0.011111111111111112, 'UNI_the': 0.022222222222222223, 'UNI_overpriced': 0.011111111111111112, 'UNI_food': 0.044444444444444446, 'UNI_least': 0.011111111111111112, 'UNI_ensure': 0.011111111111111112, 'UNI_average': 0.011111111111111112, 'UNI_service': 0.011111111111111112, 'UNI_but': 0.011111111111111112, "UNI_n't": 0.022222222222222223, 'UNI_waitress': 0.022222222222222223, 'UNI_could': 0.022222222222222223, 'UNI_remember': 0.011111111111111112, 'UNI_ordered': 0.011111111111111112, 'UNI_table': 0.011111111111111112, 'UNI_reorder': 0.011111111111111112, 'UNI_already': 0.011111111111111112, 'UNI_sitting': 0.011111111111111112, 'UNI_20': 0.011111111111111112, 'UNI_minutes': 0.011111111111111112, 'UNI_next': 0.011111111111111112, 'UNI_brought': 0.011111111111111112, 'UNI_orders': 0.011111111111111112, 'UNI_separate': 0.011111111111111112, 'UNI_times': 0.011111111111111112, 'UNI_lastly': 0.011111111111111112, 'UNI_plate': 0.011111111111111112, 'UNI_expensive': 0.011111111111111112, 'UNI_yet': 0.011111111111111112, 'UNI_simple': 0.011111111111111112, 'UNI_item': 0.011111111111111112, 'UNI_make': 0.011111111111111112, 'UNI_looking': 0.011111111111111112, 'UNI_tell': 0.011111111111111112, 'UNI_terribly': 0.011111111111111112, 'UNI_cooked': 0.011111111111111112, 'UNI_at': 0.011111111111111112, 'UNI_point': 0.011111111111111112, 'UNI_lost': 0.011111111111111112, 'UNI_appetite': 0.011111111111111112, 'UNI_attempt': 0.011111111111111112, 'UNI_eat': 0.011111111111111112, 'UNI_ended': 0.011111111111111112, 'UNI_eating': 0.022222222222222223, 'UNI_much': 0.011111111111111112, 'UNI_anything': 0.011111111111111112, 'UNI_time': 0.011111111111111112, 'UNI_received': 0.011111111111111112, 'UNI_everyone': 0.011111111111111112, 'UNI_else': 0.011111111111111112, 'UNI_nearly': 0.011111111111111112, 'UNI_done': 0.011111111111111112, 'UNI_pointless': 0.011111111111111112, 'UNI_get': 0.011111111111111112, 'UNI_remake': 0.011111111111111112, 'UNI_on': 0.011111111111111112, 'UNI_top': 0.011111111111111112, 'UNI_gall': 0.011111111111111112, 'UNI_complain': 0.011111111111111112, 'UNI_modest': 0.011111111111111112, 'UNI_tip': 0.011111111111111112, 'UNI_left': 0.011111111111111112, 'UNI_hint': 0.011111111111111112, 'UNI_job': 0.011111111111111112, 'UNI_overheard': 0.011111111111111112, 'UNI_say': 0.011111111111111112, 'UNI_passing': 0.011111111111111112, 'UNI_kitchen': 0.011111111111111112}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.5641025641025643, 'liwc:positive': 1, 'UNI_recently': 0.013157894736842105, 'UNI_oue': 0.013157894736842105, 'UNI_experience': 0.013157894736842105, 'UNI_yardarm': 0.013157894736842105, 'UNI_fiasco': 0.013157894736842105, 'UNI_best.after': 0.013157894736842105, 'UNI_waiting': 0.013157894736842105, 'UNI_full': 0.013157894736842105, 'UNI_10': 0.02631578947368421, 'UNI_minutes': 0.013157894736842105, 'UNI_saw': 0.013157894736842105, 'UNI_waitress': 0.039473684210526314, 'UNI_took': 0.013157894736842105, 'UNI_another': 0.013157894736842105, 'UNI_get': 0.013157894736842105, 'UNI_drinks': 0.013157894736842105, 'UNI_place': 0.013157894736842105, 'UNI_order': 0.02631578947368421, 'UNI_early': 0.013157894736842105, 'UNI_asked': 0.013157894736842105, 'UNI_let': 0.013157894736842105, 'UNI_kitchen': 0.013157894736842105, 'UNI_know': 0.013157894736842105, 'UNI_take': 0.013157894736842105, 'UNI_thier': 0.02631578947368421, 'UNI_time.half': 0.013157894736842105, 'UNI_hour': 0.013157894736842105, 'UNI_later': 0.013157894736842105, 'UNI_seeing': 0.013157894736842105, 'UNI_people': 0.02631578947368421, 'UNI_come': 0.013157894736842105, 'UNI_recieve': 0.013157894736842105, 'UNI_orders-whiche': 0.013157894736842105, 'UNI_ordered': 0.013157894736842105, 'UNI_came': 0.013157894736842105, 'UNI_told': 0.013157894736842105, 'UNI_us': 0.02631578947368421, 'UNI_one': 0.013157894736842105, 'UNI_items': 0.013157894736842105, 'UNI_party': 0.013157894736842105, 'UNI_ordered.yes..the': 0.013157894736842105, 'UNI_next': 0.013157894736842105, 'UNI_eating': 0.013157894736842105, 'UNI_dinner.then': 0.013157894736842105, 'UNI_never': 0.013157894736842105, 'UNI_brought': 0.013157894736842105, 'UNI_salads.to': 0.013157894736842105, 'UNI_top': 0.02631578947368421, 'UNI_shrimp': 0.02631578947368421, 'UNI_scampi': 0.013157894736842105, 'UNI_nothing': 0.013157894736842105, 'UNI_store': 0.013157894736842105, 'UNI_bought': 0.013157894736842105, 'UNI_pre-cooked': 0.013157894736842105, 'UNI_arranged': 0.013157894736842105, 'UNI_soggy': 0.013157894736842105, 'UNI_linguine': 0.013157894736842105, 'UNI_topped': 0.013157894736842105, 'UNI_chunks': 0.013157894736842105, 'UNI_garlic': 0.013157894736842105, 'UNI_oil.no': 0.013157894736842105, 'UNI_garnish': 0.013157894736842105, 'UNI_herbs': 0.013157894736842105, 'UNI_spices': 0.013157894736842105, 'UNI_parmesean': 0.013157894736842105, 'UNI_true': 0.013157894736842105, 'UNI_disaster': 0.013157894736842105}
negative  	{'Negative Emotion': 1.5544041450777202, 'Positive Emotion': 4.66321243523316, 'liwc:positive': 1, 'UNI_where': 0.0051813471502590676, 'UNI_start': 0.0051813471502590676, 'UNI_we': 0.0051813471502590676, 'UNI_ottawa': 0.010362694300518135, 'UNI_weekend': 0.010362694300518135, 'UNI_went': 0.0051813471502590676, 'UNI_oregano': 0.010362694300518135, 'UNI_lunch': 0.010362694300518135, 'UNI_saturday': 0.0051813471502590676, 'UNI_found': 0.0051813471502590676, 'UNI_9.95': 0.0051813471502590676, 'UNI_buffet': 0.02072538860103627, 'UNI_bland': 0.0051813471502590676, 'UNI_understocked': 0.0051813471502590676, 'UNI_lacking': 0.0051813471502590676, 'UNI_vegetarian': 0.0051813471502590676, 'UNI_friendly': 0.0051813471502590676, 'UNI_fare': 0.0051813471502590676, 'UNI_one': 0.0051813471502590676, 'UNI_dishes': 0.0051813471502590676, 'UNI_kraft': 0.0051813471502590676, 'UNI_dinner': 0.0051813471502590676, 'UNI_carefully': 0.0051813471502590676, 'UNI_disguised': 0.0051813471502590676, 'UNI_scoobi': 0.0051813471502590676, 'UNI_doo': 0.0051813471502590676, 'UNI_pasta': 0.015544041450777202, 'UNI_ham': 0.0051813471502590676, 'UNI_cheese': 0.02072538860103627, 'UNI_the': 0.010362694300518135, 'UNI_potato': 0.0051813471502590676, 'UNI_soup': 0.0051813471502590676, 'UNI_good': 0.010362694300518135, 'UNI_since': 0.010362694300518135, 'UNI_i': 0.04145077720207254, "UNI_n't": 0.0051813471502590676, 'UNI_like': 0.025906735751295335, 'UNI_look': 0.0051813471502590676, 'UNI_ordered': 0.010362694300518135, 'UNI_manicotti': 0.0051813471502590676, 'UNI_14': 0.010362694300518135, 'UNI_what': 0.0051813471502590676, 'UNI_got': 0.010362694300518135, 'UNI_two': 0.010362694300518135, 'UNI_tubes': 0.010362694300518135, 'UNI_smothered': 0.0051813471502590676, 'UNI_rubbery': 0.010362694300518135, 'UNI_mozzarella': 0.0051813471502590676, 'UNI_saw': 0.0051813471502590676, 'UNI_there': 0.010362694300518135, 'UNI_salad': 0.0051813471502590676, 'UNI_bread': 0.010362694300518135, 'UNI_stick': 0.0051813471502590676, 'UNI_nothing': 0.010362694300518135, 'UNI_small': 0.010362694300518135, 'UNI_also': 0.0051813471502590676, 'UNI_appetizer': 0.0051813471502590676, 'UNI_bruschetta': 0.015544041450777202, 'UNI_6': 0.0051813471502590676, 'UNI_consisted': 0.0051813471502590676, 'UNI_three': 0.0051813471502590676, 'UNI_pieces': 0.0051813471502590676, 'UNI_focaccia': 0.0051813471502590676, 'UNI_together': 0.0051813471502590676, 'UNI_made': 0.010362694300518135, 'UNI_less': 0.010362694300518135, 'UNI_half': 0.0051813471502590676, 'UNI_circular': 0.0051813471502590676, 'UNI_loaf': 0.0051813471502590676, 'UNI_easily': 0.0051813471502590676, 'UNI_twice': 0.0051813471502590676, 'UNI_much': 0.010362694300518135, 'UNI_onion': 0.0051813471502590676, 'UNI_topping': 0.010362694300518135, 'UNI_tomato': 0.0051813471502590676, 'UNI_tough': 0.0051813471502590676, 'UNI_melted': 0.0051813471502590676, 'UNI_top': 0.0051813471502590676, 'UNI_hot': 0.010362694300518135, 'UNI_supposed': 0.0051813471502590676, 'UNI_for': 0.0051813471502590676, 'UNI_drinks': 0.010362694300518135, 'UNI_wide': 0.0051813471502590676, 'UNI_variety': 0.0051813471502590676, 'UNI_chocolate': 0.010362694300518135, 'UNI_came': 0.010362694300518135, 'UNI_without': 0.0051813471502590676, 'UNI_whipped': 0.0051813471502590676, 'UNI_cream': 0.0051813471502590676, 'UNI_milk': 0.0051813471502590676, 'UNI_appeared': 0.015544041450777202, 'UNI_brown': 0.0051813471502590676, 'UNI_cow': 0.0051813471502590676, 'UNI_syrup': 0.0051813471502590676, 'UNI_rye': 0.0051813471502590676, 'UNI_ginger': 0.0051813471502590676, 'UNI_ale': 0.0051813471502590676, 'UNI_moderately': 0.0051813471502590676, 'UNI_priced': 0.0051813471502590676, 'UNI_3.50': 0.0051813471502590676, 'UNI_pint': 0.010362694300518135, 'UNI_beer': 0.0051813471502590676, 'UNI_full': 0.0051813471502590676, 'UNI_diet': 0.0051813471502590676, 'UNI_pepsi': 0.0051813471502590676, 'UNI_table': 0.0051813471502590676, 'UNI_bill': 0.010362694300518135, 'UNI_2.25': 0.010362694300518135, 'UNI_pop': 0.0051813471502590676, 'UNI_sure': 0.0051813471502590676, 'UNI_sounds': 0.0051813471502590676, 'UNI_sour': 0.0051813471502590676, 'UNI_grapes': 0.0051813471502590676, 'UNI_honestly': 0.0051813471502590676, 'UNI_worst': 0.0051813471502590676, 'UNI_restaurant': 0.0051813471502590676, 'UNI_years': 0.0051813471502590676, 'UNI_anywhere': 0.0051813471502590676, 'UNI_poor': 0.010362694300518135, 'UNI_food': 0.0051813471502590676, 'UNI_value': 0.010362694300518135, 'UNI_expensive': 0.0051813471502590676, 'UNI_restaurants': 0.0051813471502590676, 'UNI_left': 0.010362694300518135, 'UNI_feeling': 0.010362694300518135, 'UNI_fallen': 0.0051813471502590676, 'UNI_tourist': 0.0051813471502590676, 'UNI_trap': 0.0051813471502590676, 'UNI_our': 0.0051813471502590676, 'UNI_total': 0.0051813471502590676, 'UNI_four': 0.0051813471502590676, 'UNI_people': 0.0051813471502590676, 'UNI_3': 0.0051813471502590676, 'UNI_alcoholic': 0.0051813471502590676, 'UNI_80': 0.0051813471502590676, 'UNI_definitely': 0.0051813471502590676, 'UNI_low': 0.0051813471502590676, 'UNI_point': 0.0051813471502590676}
negative  	{'Negative Emotion': 0.9259259259259259, 'Positive Emotion': 2.7777777777777777, 'liwc:positive': 1, 'UNI_i': 0.05660377358490566, 'UNI_going': 0.009433962264150943, 'UNI_review': 0.009433962264150943, 'UNI_atmosphere': 0.009433962264150943, 'UNI_entertainment': 0.009433962264150943, 'UNI_sure': 0.018867924528301886, 'UNI_young': 0.009433962264150943, 'UNI_children': 0.009433962264150943, 'UNI_think': 0.009433962264150943, 'UNI_exciting': 0.009433962264150943, 'UNI_see': 0.009433962264150943, 'UNI_somebody': 0.009433962264150943, 'UNI_dive': 0.009433962264150943, 'UNI_waterfall': 0.009433962264150943, 'UNI_however': 0.009433962264150943, 'UNI_food': 0.018867924528301886, 'UNI_absolutely': 0.009433962264150943, 'UNI_horrible': 0.009433962264150943, 'UNI_amazed': 0.009433962264150943, 'UNI_place': 0.018867924528301886, 'UNI_business': 0.009433962264150943, 'UNI_since': 0.009433962264150943, 'UNI_late': 0.009433962264150943, "UNI_60's/early": 0.009433962264150943, 'UNI_70': 0.009433962264150943, 'UNI_would': 0.009433962264150943, "UNI_n't": 0.009433962264150943, 'UNI_give': 0.009433962264150943, 'UNI_dog': 0.009433962264150943, 'UNI_let': 0.009433962264150943, 'UNI_alone': 0.009433962264150943, 'UNI_poor': 0.009433962264150943, 'UNI_starving': 0.009433962264150943, 'UNI_rat': 0.009433962264150943, 'UNI_living': 0.009433962264150943, 'UNI_garage': 0.009433962264150943, 'UNI_after': 0.009433962264150943, 'UNI_eating': 0.009433962264150943, 'UNI_one': 0.009433962264150943, 'UNI_plate': 0.009433962264150943, 'UNI_eat': 0.018867924528301886, 'UNI_garbage': 0.009433962264150943, 'UNI_immediatly': 0.009433962264150943, 'UNI_felt': 0.009433962264150943, 'UNI_sick': 0.009433962264150943, 'UNI_stomach': 0.009433962264150943, 'UNI_it': 0.009433962264150943, 'UNI_pleasant': 0.009433962264150943, 'UNI_sensation': 0.009433962264150943, 'UNI_gurgling': 0.009433962264150943, 'UNI_taking': 0.009433962264150943, 'UNI_deep': 0.009433962264150943, 'UNI_bowels': 0.009433962264150943, 'UNI_similar': 0.009433962264150943, 'UNI_effects': 0.009433962264150943, 'UNI_drinking': 0.009433962264150943, 'UNI_gallon': 0.009433962264150943, 'UNI_milk': 0.009433962264150943, 'UNI_followed': 0.009433962264150943, 'UNI_8': 0.009433962264150943, 'UNI_worth': 0.009433962264150943, 'UNI_taco': 0.009433962264150943, 'UNI_bell': 0.009433962264150943, 'UNI_chased': 0.009433962264150943, 'UNI_refried': 0.018867924528301886, 'UNI_beans': 0.018867924528301886, 'UNI_which': 0.009433962264150943, 'UNI_remindes': 0.009433962264150943, 'UNI_put': 0.009433962264150943, 'UNI_quotes': 0.009433962264150943, 'UNI_actually': 0.009433962264150943, 'UNI_resembled': 0.009433962264150943, 'UNI_dry': 0.009433962264150943, 'UNI_scaly': 0.009433962264150943, 'UNI_pile': 0.009433962264150943, 'UNI_mud': 0.009433962264150943, 'UNI_mixed': 0.009433962264150943, 'UNI_little': 0.009433962264150943, 'UNI_sand': 0.009433962264150943, 'UNI_maybe': 0.009433962264150943, 'UNI_cat': 0.018867924528301886, 'UNI_vomit': 0.018867924528301886, 'UNI_next': 0.009433962264150943, 'UNI_time': 0.009433962264150943, 'UNI_looking': 0.009433962264150943, 'UNI_something': 0.009433962264150943, 'UNI_edible': 0.009433962264150943, 'UNI_9.99': 0.009433962264150943, 'UNI_feed': 0.009433962264150943, 'UNI_popcorn': 0.009433962264150943, 'UNI_cheese': 0.009433962264150943, 'UNI_wait': 0.009433962264150943, 'UNI_instead': 0.009433962264150943}
negative  	{'Negative Emotion': 4.25531914893617, 'Positive Emotion': 2.127659574468085, 'liwc:negative': 1, 'UNI_the': 0.02127659574468085, 'UNI_person': 0.02127659574468085, 'UNI_wrote': 0.02127659574468085, 'UNI_first': 0.02127659574468085, 'UNI_reveiw': 0.02127659574468085, 'UNI_member': 0.02127659574468085, 'UNI_staff': 0.06382978723404255, 'UNI_i': 0.06382978723404255, 'UNI_ocean': 0.02127659574468085, 'UNI_isle': 0.02127659574468085, 'UNI_beach': 0.02127659574468085, 'UNI_far': 0.02127659574468085, 'UNI_one': 0.0425531914893617, 'UNI_worst': 0.0425531914893617, 'UNI_restaurants': 0.02127659574468085, 'UNI_dine': 0.02127659574468085, 'UNI_bars': 0.02127659574468085, 'UNI_hang': 0.02127659574468085, 'UNI_area': 0.0425531914893617, 'UNI_ihe': 0.0425531914893617, 'UNI_owner': 0.02127659574468085, 'UNI_clueless': 0.02127659574468085, 'UNI_guess': 0.02127659574468085, 'UNI_trickled': 0.02127659574468085, 'UNI_service': 0.02127659574468085, 'UNI_reflected': 0.02127659574468085, 'UNI_food': 0.02127659574468085, 'UNI_average': 0.02127659574468085, 'UNI_could': 0.02127659574468085, 'UNI_get': 0.02127659574468085, 'UNI_dishes': 0.02127659574468085, 'UNI_almost': 0.02127659574468085, 'UNI_anywere': 0.02127659574468085, 'UNI_else': 0.02127659574468085, 'UNI_much': 0.0425531914893617, 'UNI_cheaper': 0.02127659574468085, 'UNI_treated': 0.02127659574468085, 'UNI_better': 0.02127659574468085}
negative  	{'Negative Emotion': 19.047619047619047, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_terrible': 0.047619047619047616, 'UNI_servise': 0.047619047619047616, 'UNI_chief': 0.047619047619047616, 'UNI_rude': 0.047619047619047616, 'UNI_hubby': 0.047619047619047616, 'UNI_complained': 0.047619047619047616, 'UNI_bad': 0.047619047619047616, 'UNI_memory': 0.047619047619047616, 'UNI_waiter': 0.09523809523809523, 'UNI_unbelievable': 0.047619047619047616, 'UNI_happened': 0.047619047619047616, 'UNI_son': 0.047619047619047616, 'UNI_guy': 0.047619047619047616, 'UNI_obviously': 0.047619047619047616, 'UNI_huge': 0.047619047619047616, 'UNI_ego': 0.047619047619047616, 'UNI_problems': 0.047619047619047616, 'UNI_stay': 0.047619047619047616, 'UNI_away': 0.047619047619047616, 'UNI_place': 0.047619047619047616}
negative  	{'Negative Emotion': 0.6622516556291391, 'Positive Emotion': 5.298013245033113, 'liwc:positive': 1, 'UNI_my': 0.013333333333333334, 'UNI_wife': 0.03333333333333333, 'UNI_i': 0.07333333333333333, 'UNI_went': 0.006666666666666667, 'UNI_lunchtime': 0.006666666666666667, 'UNI_even': 0.006666666666666667, 'UNI_though': 0.006666666666666667, 'UNI_quite': 0.013333333333333334, 'UNI_busy': 0.006666666666666667, 'UNI_seated': 0.006666666666666667, 'UNI_fairly': 0.013333333333333334, 'UNI_quickly': 0.006666666666666667, 'UNI_enjoyed': 0.013333333333333334, 'UNI_atmosphere': 0.006666666666666667, 'UNI_especially': 0.006666666666666667, 'UNI_tank': 0.006666666666666667, 'UNI_jelly': 0.006666666666666667, 'UNI_fish': 0.006666666666666667, 'UNI_beautiful': 0.006666666666666667, 'UNI_running': 0.006666666666666667, 'UNI_water': 0.006666666666666667, 'UNI_fall': 0.006666666666666667, 'UNI_the': 0.03333333333333333, 'UNI_decor': 0.006666666666666667, 'UNI_pleasant': 0.006666666666666667, 'UNI_we': 0.013333333333333334, 'UNI_ordered': 0.02, 'UNI_appetizer': 0.006666666666666667, 'UNI_crab': 0.013333333333333334, 'UNI_rangoon': 0.006666666666666667, 'UNI_won-tons': 0.006666666666666667, 'UNI_pleasantly': 0.006666666666666667, 'UNI_surprised': 0.006666666666666667, 'UNI_see': 0.006666666666666667, 'UNI_sauce': 0.013333333333333334, 'UNI_served': 0.006666666666666667, 'UNI_less': 0.006666666666666667, 'UNI_desiring': 0.006666666666666667, 'UNI_combination': 0.006666666666666667, 'UNI_fried': 0.013333333333333334, 'UNI_rice': 0.013333333333333334, 'UNI_lunch': 0.006666666666666667, 'UNI_sui': 0.02666666666666667, 'UNI_noodles': 0.02666666666666667, 'UNI_diced': 0.006666666666666667, 'UNI_chicken': 0.006666666666666667, 'UNI_green': 0.006666666666666667, 'UNI_onions': 0.006666666666666667, 'UNI_chinese': 0.006666666666666667, 'UNI_cup': 0.006666666666666667, 'UNI_hot': 0.006666666666666667, 'UNI_sour': 0.006666666666666667, 'UNI_soup': 0.013333333333333334, 'UNI_service': 0.006666666666666667, 'UNI_bad': 0.006666666666666667, 'UNI_our': 0.006666666666666667, 'UNI_server': 0.006666666666666667, 'UNI_present': 0.006666666666666667, 'UNI_needed': 0.006666666666666667, 'UNI_friendly': 0.006666666666666667, 'UNI_when': 0.006666666666666667, 'UNI_food': 0.02, 'UNI_came': 0.006666666666666667, 'UNI_mentioned': 0.006666666666666667, 'UNI_something': 0.02, 'UNI_smell': 0.02, 'UNI_right': 0.013333333333333334, 'UNI_stuffed': 0.006666666666666667, 'UNI_could': 0.006666666666666667, 'UNI_ignored': 0.006666666666666667, 'UNI_ate': 0.006666666666666667, 'UNI_away': 0.006666666666666667, 'UNI_ok': 0.006666666666666667, 'UNI_nothing': 0.006666666666666667, 'UNI_spectacular': 0.006666666666666667, 'UNI_tried': 0.006666666666666667, 'UNI_bland': 0.006666666666666667, 'UNI_good': 0.006666666666666667, 'UNI_taste': 0.006666666666666667, 'UNI_spicy': 0.006666666666666667, 'UNI_kick': 0.006666666666666667, 'UNI_bite': 0.006666666666666667, 'UNI_bit': 0.006666666666666667, 'UNI_greasy': 0.006666666666666667, 'UNI_as': 0.006666666666666667, 'UNI_far': 0.006666666666666667, 'UNI_size': 0.006666666666666667, 'UNI_portions': 0.006666666666666667, 'UNI_enough': 0.006666666666666667, 'UNI_sizes': 0.006666666666666667, 'UNI_priced': 0.006666666666666667, 'UNI_but': 0.006666666666666667, 'UNI_felt': 0.006666666666666667, 'UNI_sick': 0.006666666666666667, 'UNI_immediately': 0.006666666666666667, 'UNI_leaving': 0.006666666666666667, 'UNI_restaurant': 0.013333333333333334, 'UNI_made': 0.006666666666666667, 'UNI_us': 0.006666666666666667, 'UNI_feel': 0.006666666666666667, 'UNI_nauseous': 0.006666666666666667, 'UNI_wished': 0.006666666666666667, 'UNI_listened': 0.006666666666666667, 'UNI_said': 0.006666666666666667, 'UNI_definitely': 0.006666666666666667, 'UNI_returning': 0.006666666666666667}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 9.75609756097561, 'liwc:positive': 1, 'UNI_if': 0.024390243902439025, 'UNI_enjoy': 0.04878048780487805, 'UNI_cramming': 0.024390243902439025, 'UNI_loud': 0.04878048780487805, 'UNI_abrasive': 0.024390243902439025, 'UNI_pretentious': 0.024390243902439025, 'UNI_environment': 0.024390243902439025, 'UNI_i': 0.024390243902439025, 'UNI_mean': 0.024390243902439025, 'UNI_head': 0.024390243902439025, 'UNI_bin': 0.07317073170731707, 'UNI_to': 0.024390243902439025, 'UNI_added': 0.024390243902439025, 'UNI_annoyance': 0.024390243902439025, 'UNI_constant': 0.024390243902439025, 'UNI_cell': 0.024390243902439025, 'UNI_phones': 0.024390243902439025, 'UNI_try': 0.024390243902439025, 'UNI_newest': 0.024390243902439025, 'UNI_store': 0.024390243902439025, 'UNI_creatively': 0.024390243902439025, 'UNI_named': 0.024390243902439025, 'UNI_942': 0.024390243902439025, 'UNI_the': 0.04878048780487805, 'UNI_menu': 0.024390243902439025, 'UNI_appears': 0.024390243902439025, 'UNI_good': 0.024390243902439025, 'UNI_value': 0.024390243902439025, 'UNI_discover': 0.024390243902439025, 'UNI_meager': 0.024390243902439025, 'UNI_portions': 0.024390243902439025, 'UNI_tapas': 0.024390243902439025, 'UNI_restaurant': 0.024390243902439025, 'UNI_competition': 0.024390243902439025, 'UNI_fierce': 0.024390243902439025, 'UNI_slack': 0.024390243902439025}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 2.5, 'liwc:positive': 1, 'UNI_they': 0.025, 'UNI_charged': 0.025, 'UNI_credit': 0.025, 'UNI_card': 0.025, 'UNI_20.00': 0.025, 'UNI_i': 0.15, 'UNI_put': 0.025, 'UNI_receipt': 0.025, 'UNI_called': 0.025, 'UNI_soon': 0.025, 'UNI_saw': 0.025, 'UNI_statement': 0.025, 'UNI_questioned': 0.025, 'UNI_knew': 0.025, 'UNI_told': 0.025, 'UNI_ca': 0.025, "UNI_n't": 0.075, 'UNI_anything': 0.025, 'UNI_wait': 0.025, 'UNI_talk': 0.025, 'UNI_manager': 0.05, 'UNI_almost': 0.025, 'UNI_week': 0.025, 'UNI_get': 0.025, 'UNI_money': 0.025, 'UNI_back': 0.025, 'UNI_food': 0.025, 'UNI_really': 0.025, 'UNI_good': 0.025, 'UNI_worth': 0.025, 'UNI_getting': 0.025, 'UNI_ripped': 0.025}
negative  	{'Negative Emotion': 0, 'Positive Emotion': 0, 'liwc:negative': 1, 'UNI_i': 0.16666666666666666, 'UNI_phoned': 0.05555555555555555, 'UNI_make': 0.05555555555555555, 'UNI_reservation': 0.05555555555555555, 'UNI_girl': 0.05555555555555555, 'UNI_restaurant': 0.1111111111111111, 'UNI_answered': 0.05555555555555555, 'UNI_unpolite': 0.05555555555555555, 'UNI_pushy': 0.05555555555555555, 'UNI_point': 0.05555555555555555, 'UNI_hung': 0.05555555555555555, 'UNI_horrible': 0.05555555555555555, 'UNI_even': 0.05555555555555555, 'UNI_stepped': 0.05555555555555555, 'UNI_foot': 0.05555555555555555}
